ensembl_gene_id hgnc_symbol hgnc_id chromosome_name start_position end_position gene_biotype
ENSG00000184575 XPOT HGNC:12826 12 64404392 64451125 protein_coding
ENSG00000203730 TEDDM1 HGNC:30233 1 182398117 182400667 protein_coding
ENSG00000116194 ANGPTL1 HGNC:489 1 178849535 178871077 protein_coding
ENSG00000137975 CLCA2 HGNC:2016 1 86424171 86456553 protein_coding
ENSG00000262461 SPDYE9 HGNC:45034 7 73076165 73086038 protein_coding
ENSG00000205832 C16orf96 HGNC:40031 16 4556340 4600758 protein_coding
ENSG00000188763 FZD9 HGNC:4047 7 73433778 73436120 protein_coding
ENSG00000142089 IFITM3 HGNC:5414 11 319676 329475 protein_coding
ENSG00000277481 PKD1L3 HGNC:21716 16 71929538 72000402 protein_coding
ENSG00000146587 RBAK HGNC:17680 7 5045821 5069487 protein_coding
ENSG00000154025 SLC5A10 HGNC:23155 17 18950345 19022595 protein_coding
ENSG00000176087 SLC35A4 HGNC:20753 5 140564446 140569100 protein_coding
ENSG00000004846 ABCB5 HGNC:46 7 20615667 20777038 protein_coding
ENSG00000149262 INTS4 HGNC:25048 11 77878720 77994671 protein_coding
ENSG00000231989 PPP1R2B HGNC:16318 5 156850295 156852528 protein_coding
ENSG00000182685 BRICD5 HGNC:28309 16 2209253 2210905 protein_coding
ENSG00000112337 SLC17A2 HGNC:10930 6 25912754 25930691 protein_coding
ENSG00000170624 SGCD HGNC:10807 5 155870344 156767788 protein_coding
ENSG00000153187 HNRNPU HGNC:5048 1 244840638 244864560 protein_coding
ENSG00000175203 DCTN2 HGNC:2712 12 57529633 57547224 protein_coding
ENSG00000078328 RBFOX1 HGNC:18222 16 5239802 7713340 protein_coding
ENSG00000131142 CCL25 HGNC:10624 19 8052318 8062660 protein_coding
ENSG00000258984 UBE2F-SCLY HGNC:48339 2 237967014 238099412 protein_coding
ENSG00000137252 HCRTR2 HGNC:4849 6 55106460 55282617 protein_coding
ENSG00000086189 DIMT1 HGNC:30217 5 62347284 62403943 protein_coding
ENSG00000130377 ACSBG2 HGNC:24174 19 6135247 6193094 protein_coding
ENSG00000132330 SCLY HGNC:18161 2 238060924 238099413 protein_coding
ENSG00000204632 HLA-G HGNC:4964 6 29826967 29831125 protein_coding
ENSG00000175662 TOM1L2 HGNC:11984 17 17843511 17972422 protein_coding
ENSG00000151364 KCTD14 HGNC:23295 11 78015715 78046191 protein_coding
ENSG00000204701 OR2J3 HGNC:8261 6 29108058 29114770 protein_coding
ENSG00000204657 OR2H2 HGNC:8253 6 29585121 29590500 protein_coding
ENSG00000259112 NDUFC2-KCTD14 HGNC:42956 11 78016971 78079865 protein_coding
ENSG00000137409 MTCH1 HGNC:17586 6 36968141 36986298 protein_coding
ENSG00000151365 THRSP HGNC:11800 11 78063861 78068351 protein_coding
ENSG00000151366 NDUFC2 HGNC:7706 11 78068297 78079862 protein_coding
ENSG00000132275 RRP8 HGNC:29030 11 6595072 6603616 protein_coding
ENSG00000132436 FIGNL1 HGNC:13286 7 50444128 50542535 protein_coding
ENSG00000144488 ESPNL HGNC:27937 2 238100340 238133287 protein_coding
ENSG00000166333 ILK HGNC:6040 11 6603708 6610874 protein_coding
ENSG00000184047 DIABLO HGNC:21528 12 122207663 122227456 protein_coding
ENSG00000171130 ATP6V0E2 HGNC:21723 7 149872968 149891204 protein_coding
ENSG00000168427 KLHL30 HGNC:24770 2 238138668 238152947 protein_coding
ENSG00000178752 ERFE HGNC:26727 2 238158970 238168900 protein_coding
ENSG00000167642 SPINT2 HGNC:11247 19 38244035 38292615 protein_coding
ENSG00000203907 OOEP HGNC:21382 6 73368555 73395133 protein_coding
ENSG00000256162 SMLR1 HGNC:44670 6 130827406 130837135 protein_coding
ENSG00000121577 POPDC2 HGNC:17648 3 119636457 119665324 protein_coding
ENSG00000184349 EFNA5 HGNC:3225 5 107376894 107670937 protein_coding
ENSG00000124701 APOBEC2 HGNC:605 6 41053202 41064891 protein_coding
ENSG00000132323 ILKAP HGNC:15566 2 238170402 238203708 protein_coding
ENSG00000106052 TAX1BP1 HGNC:11575 7 27739331 27844564 protein_coding
ENSG00000204520 MICA HGNC:7090 6 31399784 31415315 protein_coding
ENSG00000164244 PRRC1 HGNC:28164 5 127517640 127555085 protein_coding
ENSG00000196776 CD47 HGNC:1682 3 108043091 108091862 protein_coding
ENSG00000167641 PPP1R14A HGNC:14871 19 38251237 38256532 protein_coding
ENSG00000138495 COX17 HGNC:2264 3 119654513 119677454 protein_coding
ENSG00000182896 TMEM95 HGNC:27898 17 7355123 7357219 protein_coding
ENSG00000007402 CACNA2D2 HGNC:1400 3 50362613 50504244 protein_coding
ENSG00000112739 PRPF4B HGNC:17346 6 4021267 4064983 protein_coding
ENSG00000167645 YIF1B HGNC:30511 19 38303558 38317273 protein_coding
ENSG00000205279 CTXN3 HGNC:31110 5 127649044 127658630 protein_coding
ENSG00000169660 HEXD HGNC:26307 17 82418318 82442645 protein_coding
ENSG00000204928 GRXCR2 HGNC:33862 5 145858521 145937126 protein_coding
ENSG00000134058 CDK7 HGNC:1778 5 69234795 69277430 protein_coding
ENSG00000110844 PRPF40B HGNC:25031 12 49568218 49644666 protein_coding
ENSG00000166337 TAF10 HGNC:11543 11 6606294 6612539 protein_coding
ENSG00000158042 MRPL17 HGNC:14053 11 6680385 6683340 protein_coding
ENSG00000145975 FAM217A HGNC:21362 6 4049434 4087344 protein_coding
ENSG00000144485 HES6 HGNC:18254 2 238238267 238240662 protein_coding
ENSG00000166341 DCHS1 HGNC:13681 11 6621330 6655809 protein_coding
ENSG00000225781 OR6V1 HGNC:15090 7 143052341 143053282 protein_coding
ENSG00000221910 OR2F2 HGNC:8247 7 143935233 143936186 protein_coding
ENSG00000132326 PER2 HGNC:8846 2 238244044 238290102 protein_coding
ENSG00000221989 OR2A2 HGNC:8230 7 144109583 144110539 protein_coding
ENSG00000198822 GRM3 HGNC:4595 7 86643909 86864879 protein_coding
ENSG00000159063 ALG8 HGNC:23161 11 78095244 78139660 protein_coding
ENSG00000198721 ECI2 HGNC:14601 6 4115693 4135597 protein_coding
ENSG00000109083 IFT20 HGNC:30989 17 28328325 28335489 protein_coding
ENSG00000091073 DTX2 HGNC:15973 7 76461676 76505995 protein_coding
ENSG00000183323 CCDC125 HGNC:28924 5 69280175 69332809 protein_coding
ENSG00000111667 USP5 HGNC:12628 12 6852148 6866632 protein_coding
ENSG00000204104 TRAF3IP1 HGNC:17861 2 238320441 238400897 protein_coding
ENSG00000085231 AK6 HGNC:49151 5 69350984 69370013 protein_coding
ENSG00000167644 C19orf33 HGNC:16668 19 38304164 38305006 protein_coding
ENSG00000137507 LRRC32 HGNC:4161 11 76657524 76670747 protein_coding
ENSG00000239672 NME1 HGNC:7849 17 51153559 51162428 protein_coding
ENSG00000174951 FUT1 HGNC:4012 19 48748011 48755390 protein_coding
ENSG00000143341 HMCN1 HGNC:19194 1 185734391 186190949 protein_coding
ENSG00000273841 TAF9 HGNC:11542 5 69364743 69370013 protein_coding
ENSG00000156973 PDE6D HGNC:8788 2 231732433 231786272 protein_coding
ENSG00000104907 TRMT1 HGNC:25980 19 13104902 13117567 protein_coding
ENSG00000152942 RAD17 HGNC:9807 5 69369293 69414801 protein_coding
ENSG00000182704 TSKU HGNC:28850 11 76782251 76798153 protein_coding
ENSG00000163273 NPPC HGNC:7941 2 231921809 231926396 protein_coding
ENSG00000078124 ACER3 HGNC:16066 11 76860859 77026797 protein_coding
ENSG00000144535 DIS3L2 HGNC:28648 2 231961245 232344350 protein_coding
ENSG00000141052 MYOCD HGNC:16067 17 12665890 12768949 protein_coding
ENSG00000127329 PTPRB HGNC:9665 12 70515870 70637440 protein_coding
ENSG00000204469 PRRC2A HGNC:13918 6 31620715 31637771 protein_coding
ENSG00000179468 OR9A2 HGNC:15093 7 143026200 143027132 protein_coding
ENSG00000244623 OR2AE1 HGNC:15087 7 99876062 99877033 protein_coding
ENSG00000008517 IL32 HGNC:16830 16 3065297 3082192 protein_coding
ENSG00000064419 TNPO3 HGNC:17103 7 128954180 129055173 protein_coding
ENSG00000108255 CRYBA1 HGNC:2394 17 29246859 29254494 protein_coding
ENSG00000239382 ALKBH6 HGNC:28243 19 36009120 36014239 protein_coding
ENSG00000154016 GRAP HGNC:4562 17 19020656 19047011 protein_coding
ENSG00000116703 PDC HGNC:8759 1 186443566 186461114 protein_coding
ENSG00000198488 B3GNT6 HGNC:24141 11 77034398 77041973 protein_coding
ENSG00000163283 ALPP HGNC:439 2 232378724 232382889 protein_coding
ENSG00000275489 C17orf98 HGNC:34492 17 38835086 38841438 protein_coding
ENSG00000213218 CSH2 HGNC:2441 17 63872012 63873766 protein_coding
ENSG00000149260 CAPN5 HGNC:1482 11 77066961 77126155 protein_coding
ENSG00000163286 ALPG HGNC:441 2 232406844 232410714 protein_coding
ENSG00000105270 CLIP3 HGNC:24314 19 36014660 36033343 protein_coding
ENSG00000108375 RNF43 HGNC:18505 17 58353676 58417595 protein_coding
ENSG00000177479 ARIH2 HGNC:690 3 48918821 48986382 protein_coding
ENSG00000163295 ALPI HGNC:437 2 232456125 232460753 protein_coding
ENSG00000026297 RNASET2 HGNC:21686 6 166922113 166957191 protein_coding
ENSG00000164900 GBX1 HGNC:4185 7 151148009 151174745 protein_coding
ENSG00000196275 GTF2IRD2 HGNC:30775 7 74796151 74851605 protein_coding
ENSG00000171551 ECEL1 HGNC:3147 2 232479827 232487834 protein_coding
ENSG00000161277 THAP8 HGNC:23191 19 36034984 36054739 protein_coding
ENSG00000181038 METTL23 HGNC:26988 17 76726830 76733936 protein_coding
ENSG00000105261 OVOL3 HGNC:14186 19 36111151 36113711 protein_coding
ENSG00000105258 POLR2I HGNC:9196 19 36113709 36115213 protein_coding
ENSG00000254550 OMP HGNC:8136 11 77102840 77103331 protein_coding
ENSG00000137474 MYO7A HGNC:7606 11 77128246 77215241 protein_coding
ENSG00000285480 H2BE1 HGNC:53833 7 151207837 151210488 protein_coding
ENSG00000146707 POMZP3 HGNC:9203 7 76609986 76627279 protein_coding
ENSG00000105254 TBCB HGNC:1989 19 36114289 36125947 protein_coding
ENSG00000152939 MARVELD2 HGNC:26401 5 69415065 69444330 protein_coding
ENSG00000011143 MKS1 HGNC:7121 17 58205441 58219605 protein_coding
ENSG00000122545 SEPTIN7 HGNC:1717 7 35800932 35907105 protein_coding
ENSG00000237412 PRSS56 HGNC:39433 2 232520388 232525716 protein_coding
ENSG00000135902 CHRND HGNC:1965 2 232525993 232536667 protein_coding
ENSG00000126247 CAPNS1 HGNC:1481 19 36139953 36150353 protein_coding
ENSG00000181472 ZBTB2 HGNC:20868 6 151364115 151391559 protein_coding
ENSG00000143149 ALDH9A1 HGNC:412 1 165662216 165698863 protein_coding
ENSG00000183474 GTF2H2C HGNC:31394 5 69560191 69595221 protein_coding
ENSG00000155906 RMND1 HGNC:21176 6 151398898 151452158 protein_coding
ENSG00000196811 CHRNG HGNC:1967 2 232539692 232548115 protein_coding
ENSG00000162545 CAMK2N1 HGNC:24190 1 20482391 20486210 protein_coding
ENSG00000090432 MUL1 HGNC:25762 1 20499448 20508151 protein_coding
ENSG00000146476 ARMT1 HGNC:17872 6 151452258 151470101 protein_coding
ENSG00000183114 FAM43B HGNC:31791 1 20552573 20555020 protein_coding
ENSG00000158825 CDA HGNC:1712 1 20589086 20618903 protein_coding
ENSG00000129055 ANAPC13 HGNC:24540 3 134477706 134486716 protein_coding
ENSG00000120262 CCDC170 HGNC:21177 6 151494017 151621193 protein_coding
ENSG00000158828 PINK1 HGNC:14581 1 20633458 20651511 protein_coding
ENSG00000197061 H4C3 HGNC:4787 6 26103933 26104337 protein_coding
ENSG00000143952 VPS54 HGNC:18652 2 63892146 64019428 protein_coding
ENSG00000134371 CDC73 HGNC:16783 1 193121983 193254815 protein_coding
ENSG00000114019 AMOTL2 HGNC:17812 3 134355347 134375479 protein_coding
ENSG00000164393 ADGRF2 HGNC:18991 6 47656436 47697797 protein_coding
ENSG00000004139 SARM1 HGNC:17074 17 28364356 28404049 protein_coding
ENSG00000183807 FAM162B HGNC:21549 6 116752197 116765719 protein_coding
ENSG00000173612 GPRC6A HGNC:18510 6 116792085 116829083 protein_coding
ENSG00000167766 ZNF83 HGNC:13158 19 52594060 52690496 protein_coding
ENSG00000182095 TNRC18 HGNC:11962 7 5306790 5425414 protein_coding
ENSG00000162630 B3GALT2 HGNC:917 1 193178730 193186613 protein_coding
ENSG00000066557 LRRC40 HGNC:26004 1 70144805 70205579 protein_coding
ENSG00000185002 RFX6 HGNC:21478 6 116877212 116932161 protein_coding
ENSG00000076351 SLC46A1 HGNC:30521 17 28394642 28407197 protein_coding
ENSG00000197329 PELI1 HGNC:8827 2 64092652 64144420 protein_coding
ENSG00000204604 ZNF468 HGNC:33105 19 52838010 52857649 protein_coding
ENSG00000116754 SRSF11 HGNC:10782 1 70205682 70253052 protein_coding
ENSG00000114544 SLC41A3 HGNC:31046 3 126006357 126101561 protein_coding
ENSG00000205277 MUC12 HGNC:7510 7 100969565 101018939 protein_coding
ENSG00000075702 WDR62 HGNC:24502 19 36054649 36105108 protein_coding
ENSG00000197822 OCLN HGNC:8104 5 69492292 69558104 protein_coding
ENSG00000007216 SLC13A2 HGNC:10917 17 28473293 28497781 protein_coding
ENSG00000187037 GPR141 HGNC:19997 7 37683766 37833788 protein_coding
ENSG00000078487 ZCWPW1 HGNC:23486 7 100400826 100428992 protein_coding
ENSG00000153303 FRMD1 HGNC:21240 6 168053166 168101511 protein_coding
ENSG00000113396 SLC27A6 HGNC:11000 5 128538013 129033642 protein_coding
ENSG00000118454 ANKRD13C HGNC:25374 1 70258999 70354734 protein_coding
ENSG00000109103 UNC119 HGNC:12565 17 28546708 28552631 protein_coding
ENSG00000173302 GPR148 HGNC:23623 2 130729070 130730336 protein_coding
ENSG00000066583 ISOC1 HGNC:24254 5 129094749 129114028 protein_coding
ENSG00000116761 CTH HGNC:2501 1 70411218 70439851 protein_coding
ENSG00000115762 PLEKHB2 HGNC:19236 2 131104847 131353709 protein_coding
ENSG00000170379 TCAF2 HGNC:26878 7 143620952 143730410 protein_coding
ENSG00000168014 C2CD3 HGNC:24564 11 74012718 74171210 protein_coding
ENSG00000206077 ZDHHC11B HGNC:32962 5 710355 784729 protein_coding
ENSG00000072609 CHFR HGNC:20455 12 132822187 132956304 protein_coding
ENSG00000087111 PIGS HGNC:14937 17 28553383 28571794 protein_coding
ENSG00000170909 OSCAR HGNC:29960 19 54094668 54102692 protein_coding
ENSG00000173545 ZNF622 HGNC:30958 5 16451519 16465800 protein_coding
ENSG00000007968 E2F2 HGNC:3114 1 23506438 23531233 protein_coding
ENSG00000185177 ZNF479 HGNC:23258 7 57117676 57139864 protein_coding
ENSG00000219545 UMAD1 HGNC:48955 7 7640711 7968020 protein_coding
ENSG00000117318 ID3 HGNC:5362 1 23557926 23559501 protein_coding
ENSG00000085274 MYNN HGNC:14955 3 169773396 169789716 protein_coding
ENSG00000288622 PDCD6-AHRR HGNC:54724 5 271670 438291 protein_coding
ENSG00000164707 SLC13A4 HGNC:15827 7 135681231 135729258 protein_coding
ENSG00000171617 ENC1 HGNC:3345 5 74627406 74641424 protein_coding
ENSG00000142676 RPL11 HGNC:10301 1 23691742 23696835 protein_coding
ENSG00000180658 OR2A4 HGNC:14729 6 131699644 131701401 protein_coding
ENSG00000236761 CTAGE9 HGNC:37275 6 131708441 131711017 protein_coding
ENSG00000256235 SMIM3 HGNC:30248 5 150778757 150796734 protein_coding
ENSG00000118523 CCN2 HGNC:2500 6 131948176 131951372 protein_coding
ENSG00000112893 MAN2A1 HGNC:6824 5 109689927 109869625 protein_coding
ENSG00000144868 TMEM108 HGNC:28451 3 133038391 133397775 protein_coding
ENSG00000011007 ELOA HGNC:11620 1 23743155 23762059 protein_coding
ENSG00000170906 NDUFA3 HGNC:7686 19 54102728 54109257 protein_coding
ENSG00000130396 AFDN HGNC:7137 6 167826911 167972023 protein_coding
ENSG00000109107 ALDOC HGNC:418 17 28573115 28576948 protein_coding
ENSG00000106603 COA1 HGNC:21868 7 43608456 43729717 protein_coding
ENSG00000057757 PITHD1 HGNC:25022 1 23778418 23788232 protein_coding
ENSG00000221955 SLC12A8 HGNC:15595 3 125082636 125212864 protein_coding
ENSG00000011009 LYPLA2 HGNC:6738 1 23791145 23795539 protein_coding
ENSG00000105618 PRPF31 HGNC:15446 19 54115410 54131719 protein_coding
ENSG00000113739 STC2 HGNC:11374 5 173314723 173328447 protein_coding
ENSG00000106304 SPAM1 HGNC:11217 7 123925237 123971414 protein_coding
ENSG00000149231 CCDC82 HGNC:26282 11 96349241 96389956 protein_coding
ENSG00000272674 PCDHB16 HGNC:14546 5 141182387 141186226 protein_coding
ENSG00000120327 PCDHB14 HGNC:8685 5 141223343 141227759 protein_coding
ENSG00000134987 WDR36 HGNC:30696 5 111091716 111130502 protein_coding
ENSG00000146910 CNPY1 HGNC:27786 7 155474206 155555450 protein_coding
ENSG00000117308 GALE HGNC:4116 1 23795599 23800781 protein_coding
ENSG00000173272 MZT2A HGNC:33187 2 131464900 131492743 protein_coding
ENSG00000105997 HOXA3 HGNC:5104 7 27106184 27152583 protein_coding
ENSG00000075886 TUBA3D HGNC:24071 2 131476119 131482934 protein_coding
ENSG00000198836 OPA1 HGNC:8140 3 193593144 193697811 protein_coding
ENSG00000174945 AMZ1 HGNC:22231 7 2679522 2775500 protein_coding
ENSG00000139193 CD27 HGNC:11922 12 6444955 6451718 protein_coding
ENSG00000139200 PIANP HGNC:25338 12 6693791 6700815 protein_coding
ENSG00000136002 ARHGEF4 HGNC:684 2 130836914 131047263 protein_coding
ENSG00000113211 PCDHB6 HGNC:8691 5 141150057 141153287 protein_coding
ENSG00000088038 CNOT3 HGNC:7879 19 54137749 54155681 protein_coding
ENSG00000182613 OR2V2 HGNC:15341 5 181147586 181159285 protein_coding
ENSG00000197123 ZNF679 HGNC:28650 7 64228474 64266931 protein_coding
ENSG00000177721 ANXA2R HGNC:33463 5 43039233 43043170 protein_coding
ENSG00000113108 APBB3 HGNC:20708 5 140558268 140564781 protein_coding
ENSG00000080910 CFHR2 HGNC:4890 1 196943738 196959622 protein_coding
ENSG00000234444 ZNF736 HGNC:32467 7 64307459 64356634 protein_coding
ENSG00000139631 CSAD HGNC:18966 12 53157663 53180925 protein_coding
ENSG00000183340 JRKL HGNC:6200 11 96389989 96507574 protein_coding
ENSG00000151715 TMEM45B HGNC:25194 11 129815848 129860003 protein_coding
ENSG00000134389 CFHR5 HGNC:24668 1 196977556 197009678 protein_coding
ENSG00000173041 ZNF680 HGNC:26897 7 64519878 64563075 protein_coding
ENSG00000170325 PRDM10 HGNC:13995 11 129899706 130002835 protein_coding
ENSG00000076382 SPAG5 HGNC:13452 17 28577565 28599025 protein_coding
ENSG00000182901 RGS7 HGNC:10003 1 240775514 241357230 protein_coding
ENSG00000198039 ZNF273 HGNC:13067 7 64870172 64930966 protein_coding
ENSG00000196247 ZNF107 HGNC:12887 7 64666099 64711582 protein_coding
ENSG00000196313 POM121 HGNC:19702 7 72879365 72951440 protein_coding
ENSG00000064933 PMS1 HGNC:9121 2 189784085 189877629 protein_coding
ENSG00000214022 REPIN1 HGNC:17922 7 150368189 150374044 protein_coding
ENSG00000105617 LENG1 HGNC:15502 19 54155161 54159721 protein_coding
ENSG00000167608 TMC4 HGNC:22998 19 54160108 54173250 protein_coding
ENSG00000132703 APCS HGNC:584 1 159587826 159588865 protein_coding
ENSG00000196456 ZNF775 HGNC:28501 7 150368790 150398630 protein_coding
ENSG00000118507 AKAP7 HGNC:377 6 131135467 131283535 protein_coding
ENSG00000167524 RSKR HGNC:26314 17 28601827 28614197 protein_coding
ENSG00000132693 CRP HGNC:2367 1 159712289 159714589 protein_coding
ENSG00000158716 DUSP23 HGNC:21480 1 159780932 159782543 protein_coding
ENSG00000171115 GIMAP8 HGNC:21792 7 150450630 150479393 protein_coding
ENSG00000166225 FRS2 HGNC:16971 12 69470349 69579793 protein_coding
ENSG00000181036 FCRL6 HGNC:31910 1 159800511 159816257 protein_coding
ENSG00000106526 ACTR3C HGNC:37282 7 150243916 150323725 protein_coding
ENSG00000118518 RNF146 HGNC:21336 6 127266726 127288567 protein_coding
ENSG00000007202 KIAA0100 HGNC:28960 17 28614446 28645454 protein_coding
ENSG00000125505 MBOAT7 HGNC:15505 19 54173412 54189882 protein_coding
ENSG00000164600 NEUROD6 HGNC:13804 7 31337465 31340726 protein_coding
ENSG00000106341 PPP1R17 HGNC:16973 7 31687215 31708455 protein_coding
ENSG00000093144 ECHDC1 HGNC:21489 6 127288712 127343609 protein_coding
ENSG00000180347 ITPRID1 HGNC:27363 7 31514090 31658720 protein_coding
ENSG00000158714 SLAMF8 HGNC:21391 1 159826811 159837492 protein_coding
ENSG00000243284 VSIG8 HGNC:32063 1 159854316 159862657 protein_coding
ENSG00000213085 CFAP45 HGNC:17229 1 159872364 159900165 protein_coding
ENSG00000169777 TAS2R1 HGNC:14909 5 9627347 9712378 protein_coding
ENSG00000146094 DOK3 HGNC:24583 5 177501904 177511274 protein_coding
ENSG00000084234 APLP2 HGNC:598 11 130068147 130144811 protein_coding
ENSG00000170892 TSEN34 HGNC:15506 19 54189938 54194536 protein_coding
ENSG00000085552 IGSF9 HGNC:18132 1 159927039 159945613 protein_coding
ENSG00000186468 RPS23 HGNC:10410 5 82273320 82278396 protein_coding
ENSG00000170889 RPS9 HGNC:10442 19 54200809 54249003 protein_coding
ENSG00000111404 RERGL HGNC:26213 12 18080869 18320107 protein_coding
ENSG00000173262 SLC2A14 HGNC:18301 12 7812512 7891148 protein_coding
ENSG00000172795 DCP2 HGNC:24452 5 112976702 113022195 protein_coding
ENSG00000132581 SDF2 HGNC:10675 17 28648346 28662189 protein_coding
ENSG00000162723 SLAMF9 HGNC:18430 1 159951492 159954237 protein_coding
ENSG00000109111 SUPT6H HGNC:11470 17 28662198 28702679 protein_coding
ENSG00000244482 LILRA6 HGNC:15495 19 54236592 54242791 protein_coding
ENSG00000185947 ZNF267 HGNC:13060 16 31873807 31917357 protein_coding
ENSG00000168916 ZNF608 HGNC:29238 5 124636913 124748807 protein_coding
ENSG00000124812 CRISP1 HGNC:304 6 49834257 49877096 protein_coding
ENSG00000134668 SPOCD1 HGNC:26338 1 31790422 31816051 protein_coding
ENSG00000163331 DAPL1 HGNC:21490 2 158795317 158862781 protein_coding
ENSG00000113312 TTC1 HGNC:12391 5 160009113 160065543 protein_coding
ENSG00000105609 LILRB5 HGNC:6609 19 54249421 54257301 protein_coding
ENSG00000040933 INPP4A HGNC:6074 2 98444854 98594392 protein_coding
ENSG00000177684 DEFB114 HGNC:18095 6 49960249 49964164 protein_coding
ENSG00000214642 DEFB113 HGNC:18094 6 49968677 49969625 protein_coding
ENSG00000149418 ST14 HGNC:11344 11 130159782 130210362 protein_coding
ENSG00000203970 DEFB110 HGNC:18091 6 50009138 50021994 protein_coding
ENSG00000180872 DEFB112 HGNC:18093 6 50042099 50049929 protein_coding
ENSG00000168394 TAP1 HGNC:43 6 32845209 32853816 protein_coding
ENSG00000205456 TP53TG3D HGNC:44657 16 32252719 32255922 protein_coding
ENSG00000131042 LILRB2 HGNC:6606 19 54273812 54281184 protein_coding
ENSG00000170234 PWWP2A HGNC:29406 5 160061801 160119450 protein_coding
ENSG00000196993 NPIPB9 HGNC:41987 16 28751787 28772807 protein_coding
ENSG00000145808 ADAMTS19 HGNC:17111 5 129460281 129738683 protein_coding
ENSG00000103355 PRSS33 HGNC:30405 16 2783953 2787948 protein_coding
ENSG00000172409 CLP1 HGNC:16999 11 57648188 57661865 protein_coding
ENSG00000109113 RAB34 HGNC:16519 17 28714281 28718429 protein_coding
ENSG00000145632 PLK2 HGNC:19699 5 58453982 58460139 protein_coding
ENSG00000254440 PBOV1 HGNC:21079 6 138215986 138218491 protein_coding
ENSG00000168066 SF1 HGNC:12950 11 64764606 64778786 protein_coding
ENSG00000244694 PTCHD4 HGNC:21345 6 47856673 48111197 protein_coding
ENSG00000185864 NPIPB4 HGNC:41985 16 21834569 21880827 protein_coding
ENSG00000196812 ZSCAN16 HGNC:20813 6 28124609 28130082 protein_coding
ENSG00000198315 ZKSCAN8 HGNC:12983 6 28141883 28159460 protein_coding
ENSG00000163399 ATP1A1 HGNC:799 1 116372668 116410261 protein_coding
ENSG00000198040 ZNF84 HGNC:13159 12 133037292 133063304 protein_coding
ENSG00000177200 CHD9 HGNC:25701 16 53054991 53329150 protein_coding
ENSG00000197279 ZNF165 HGNC:12953 6 28080568 28089563 protein_coding
ENSG00000076108 BAZ2A HGNC:962 12 56595596 56636816 protein_coding
ENSG00000153165 RGPD3 HGNC:32416 2 106391290 106468413 protein_coding
ENSG00000175857 GAPT HGNC:26588 5 58491435 58497090 protein_coding
ENSG00000135298 ADGRB3 HGNC:945 6 68635282 69390571 protein_coding
ENSG00000177888 ZBTB41 HGNC:24819 1 197153682 197201293 protein_coding
ENSG00000145723 GIN1 HGNC:25959 5 103086000 103120138 protein_coding
ENSG00000104880 ARHGEF18 HGNC:17090 19 7348937 7472485 protein_coding
ENSG00000115841 RMDN2 HGNC:26567 2 37923187 38067142 protein_coding
ENSG00000243364 EFNA4 HGNC:3224 1 155063737 155069553 protein_coding
ENSG00000120279 MYCT1 HGNC:23172 6 152697895 152724567 protein_coding
ENSG00000198077 CYP2A7 HGNC:2611 19 40875439 40882752 protein_coding
ENSG00000280236 OR12D2 HGNC:8178 6 29395631 29398008 protein_coding
ENSG00000204694 OR11A1 HGNC:8176 6 29425504 29457071 protein_coding
ENSG00000143590 EFNA3 HGNC:3223 1 155078837 155087538 protein_coding
ENSG00000185372 OR2V1 HGNC:8280 5 181123122 181131169 protein_coding
ENSG00000204687 MAS1L HGNC:13961 6 29486697 29487956 protein_coding
ENSG00000112695 COX7A2 HGNC:2288 6 75237675 75250323 protein_coding
ENSG00000169242 EFNA1 HGNC:3221 1 155127876 155134899 protein_coding
ENSG00000113163 CERT1 HGNC:2205 5 75356345 75512138 protein_coding
ENSG00000099785 MARCHF2 HGNC:28038 19 8413270 8439017 protein_coding
ENSG00000243729 OR5V1 HGNC:13972 6 29353749 29431967 protein_coding
ENSG00000112462 OR12D3 HGNC:13963 6 29373423 29375291 protein_coding
ENSG00000139718 SETD1B HGNC:29187 12 121804009 121832656 protein_coding
ENSG00000169241 SLC50A1 HGNC:30657 1 155135344 155138857 protein_coding
ENSG00000175697 GPR156 HGNC:20844 3 120164645 120285222 protein_coding
ENSG00000118432 CNR1 HGNC:2159 6 88139864 88166347 protein_coding
ENSG00000189144 ZNF573 HGNC:26420 19 37735833 37817300 protein_coding
ENSG00000204252 HLA-DOA HGNC:4936 6 33004182 33009591 protein_coding
ENSG00000169282 KCNAB1 HGNC:6228 3 156037701 156539138 protein_coding
ENSG00000138078 PREPL HGNC:30228 2 44316281 44361862 protein_coding
ENSG00000070961 ATP2B1 HGNC:814 12 89588049 89709300 protein_coding
ENSG00000231389 HLA-DPA1 HGNC:4938 6 33064569 33080775 protein_coding
ENSG00000166452 AKIP1 HGNC:1170 11 8911139 8920084 protein_coding
ENSG00000257103 LSM14A HGNC:24489 19 34172504 34229288 protein_coding
ENSG00000198242 RPL23A HGNC:10317 17 28719985 28724359 protein_coding
ENSG00000223865 HLA-DPB1 HGNC:4940 6 33075990 33089696 protein_coding
ENSG00000099875 MKNK2 HGNC:7111 19 2037465 2051244 protein_coding
ENSG00000163463 KRTCAP2 HGNC:28942 1 155169408 155173475 protein_coding
ENSG00000135702 CHST5 HGNC:1973 16 75528530 75536108 protein_coding
ENSG00000160606 TLCD1 HGNC:25177 17 28724348 28727935 protein_coding
ENSG00000178188 SH2B1 HGNC:30417 16 28846600 28874212 protein_coding
